car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,manufacture,engine,Seats,company
Renault Duster RXS Turbo CVT,1677852.0,10000,Petrol,Automatic,2021,1598,5,Renault
Hyundai Creta 1.6 SX Automatic,1711409.0,44000,Petrol,Automatic,2018,1198,5,Hyundai
Skoda Rapid Ultima 1.6 MPI AT Elegance,924832.0,29500,Petrol,Automatic,2013,1493,7,Skoda
Honda Brio V MT,422818.0,81200,Petrol,Manual,2013,1498,5,Honda
Volkswagen Vento 1.5 TDI Highline AT,818791.0,141383,Diesel,Automatic,2016,1582,5,Volkswagen
Hyundai Grand i10 Magna,523489.0,47681,Petrol,Manual,2014,1086,5,Hyundai
Mini Cooper Countryman Cooper S,5502013.0,25900,Petrol,Automatic,2019,993,5,Mini
Hyundai Santro Xing GL,208053.0,120000,Petrol,Manual,2009,1197,5,Hyundai
Hyundai i10 Asta,449664.0,41525,Petrol,Manual,2011,1353,5,Hyundai
Tata Altroz XZ Diesel,1194630.0,15000,Diesel,Manual,2021,1956,5,Tata
Kia Seltos GTX DCT,2449664.0,11000,Petrol,Automatic,2021,1498,5,Kia
Jeep Compass 2.0 Limited,2617449.0,29990,Diesel,Manual,2019,1493,5,Jeep
Honda City ZX CVT,1946308.0,25000,Petrol,Automatic,2020,1498,5,Honda
Honda WR-V i-DTEC VX,1174496.0,80000,Diesel,Manual,2018,2179,8,Honda
Honda City i VTEC CVT VX,1140939.0,50000,Petrol,Automatic,2016,1798,5,Honda
Mahindra Scorpio SLE BSIV,644295.0,90000,Diesel,Manual,2010,1197,5,Mahindra
Toyota Corolla Altis G AT,1242953.0,70000,Petrol,Automatic,2015,999,5,Toyota
Skoda Rapid 1.0 TSI Style AT,1328859.0,25000,Petrol,Automatic,2018,1968,5,Skoda
Audi Q3 35 TDI Quattro Premium,2959731.0,56000,Diesel,Automatic,2015,1496,5,Audi
Honda City i VTEC CVT VX,1140939.0,53000,Petrol,Automatic,2016,1968,5,Honda
Ford Ecosport Sports Petrol,1302013.0,10000,Petrol,Manual,2020,2393,7,Ford
Audi A4 2.0 TDI Multitronic,1409395.0,110000,Diesel,Automatic,2012,1598,5,Audi
Skoda Rapid 1.6 MPI Elegance Plus Black Package,563758.0,68000,Petrol,Manual,2014,1197,5,Skoda
Maruti Swift ZXi BSIV,771812.0,50599,Petrol,Manual,2015,1497,5,Maruti
Volkswagen Polo 1.0 MPI Comfortline,651006.0,54431,Petrol,Manual,2015,1498,5,Volkswagen
Honda City i-VTEC CVT VX,1275167.0,65855,Petrol,Automatic,2019,0,5,Honda
Ford Ecosport 1.5 DV5 MT Titanium,651006.0,113706,Diesel,Manual,2014,2523,8,Ford
Tata Nexon EV Prime XZ Plus LUX,1946308.0,40000,Electric,Automatic,2020,1497,8,Tata
Mahindra Scorpio EX,738255.0,100000,Diesel,Manual,2012,1599,5,Mahindra
Mahindra Marazzo M6 Plus 8Str,1993288.0,36700,Diesel,Manual,2021,2393,7,Mahindra
Hyundai Verna 1.6 i ABS,335570.0,40000,Petrol,Manual,2009,2755,7,Hyundai
Toyota Innova Crysta 2.4 VX MT,3288590.0,50000,Diesel,Manual,2020,1197,5,Toyota
Toyota Innova Crysta 2.8 ZX AT BSIV,3557046.0,50000,Diesel,Automatic,2019,2987,7,Toyota
Honda Jazz 1.2 SV i VTEC,818791.0,40000,Petrol,Manual,2016,1591,5,Honda
Hyundai Creta 1.6 SX Automatic,1389261.0,39000,Petrol,Automatic,2016,1364,5,Hyundai
Mercedes-Benz GLE 350d,6375838.0,60000,Diesel,Automatic,2016,2755,7,Mercedes-Benz
Toyota Etios GD,429530.0,120000,Diesel,Manual,2013,2143,5,Toyota
Toyota Innova Crysta 2.8 ZX AT BSIV,3456375.0,60000,Diesel,Automatic,2019,1995,5,Toyota
Mercedes-Benz GLE 250d,6644295.0,45000,Diesel,Automatic,2017,2179,7,Mercedes-Benz
BMW X1 sDrive 20d xLine,4932885.0,23000,Diesel,Automatic,2019,1198,6,BMW
Mahindra KUV 100 NXT D75 K8 Dual Tone,604026.0,35000,Diesel,Manual,2017,1582,5,Mahindra
Skoda Rapid 1.6 MPI Elegance,577181.0,70000,Petrol,Manual,2014,998,5,Skoda
Hyundai Verna CRDi 1.6 SX,1181208.0,90000,Diesel,Manual,2018,1197,5,Hyundai
Maruti Celerio X ZXI BSIV,570469.0,35000,Petrol,Manual,2018,1197,5,Maruti
Hyundai Grand i10 1.2 Kappa Sportz BSIV,704697.0,19400,Petrol,Manual,2018,1197,5,Hyundai
Hyundai i20 1.2 Sportz,409395.0,80000,Petrol,Manual,2012,1353,5,Hyundai
Hyundai Grand i10 Magna,604026.0,30900,Petrol,Manual,2015,2199,7,Hyundai
Kia Seltos GTX Plus DCT,2348993.0,30000,Petrol,Automatic,2021,1591,5,Kia
Hyundai Creta 1.6 SX,1812080.0,36000,Petrol,Manual,2018,1498,5,Hyundai
Hyundai Creta 1.6 SX Automatic,1946308.0,19000,Petrol,Automatic,2019,1395,5,Hyundai
Ford Ecosport 1.5 Diesel Titanium Plus BSIV,1107382.0,70000,Diesel,Manual,2017,1984,5,Ford
Toyota Fortuner 4x4 AT,2617449.0,85000,Diesel,Automatic,2013,2494,5,Toyota
Toyota Corolla Altis 1.8 J,1040268.0,50000,Petrol,Manual,2012,2982,7,Toyota
Toyota Fortuner 4x4 AT,3422818.0,60000,Diesel,Automatic,2016,1984,5,Toyota
Mini 3 DOOR Cooper S,5033557.0,9000,Petrol,Automatic,2018,2967,7,Mini
Volkswagen Polo Diesel Comfortline 1.2L,503355.0,196000,Diesel,Manual,2013,1497,5,Volkswagen
Volkswagen Vento 1.5 TDI Highline Plus AT,1140939.0,95000,Diesel,Automatic,2018,1796,5,Volkswagen
Tata Nexon 1.5 Revotorq XM,1006711.0,48632,Diesel,Manual,2018,1498,5,Tata
Volkswagen Vento 1.5 TDI Highline Plus AT,1140939.0,95000,Diesel,Automatic,2018,1950,5,Volkswagen
Hyundai i10 Asta,436241.0,41000,Petrol,Manual,2011,999,5,Hyundai
Hyundai EON Era,335570.0,63463,Petrol,Manual,2013,796,5,Hyundai
Renault Kiger RXT Turbo CVT,1206711.0,20000,Petrol,Automatic,2021,1197,5,Renault
Maruti Alto 800 LXI Anniversary Edition,358389.0,69852,Petrol,Manual,2014,998,5,Maruti
Hyundai Grand i10 Magna AT,704697.0,29584,Petrol,Automatic,2016,999,7,Hyundai
Maruti Wagon R VXI BS IV,530201.0,27514,Petrol,Manual,2014,1197,5,Maruti
Renault Triber RXZ BSIV,926174.0,30339,Petrol,Manual,2019,998,5,Renault
Maruti Baleno Alpha CVT,1140939.0,39386,Petrol,Automatic,2019,1086,5,Maruti
Hyundai Santro Sportz BSIV,657718.0,30670,Petrol,Manual,2019,1197,5,Hyundai
Maruti Swift VDI,899328.0,46086,Diesel,Manual,2018,998,5,Maruti
Maruti Baleno 1.2 Delta,738255.0,70346,Petrol,Manual,2015,1198,5,Maruti
Maruti Wagon R VXI,201342.0,50000,Petrol,Manual,2005,998,5,Maruti
Maruti Wagon R AMT VXI Option,602684.0,58365,Petrol,Automatic,2016,1197,5,Maruti
Maruti Wagon R VXI Plus,669798.0,12000,Petrol,Manual,2017,1197,5,Maruti
Hyundai i20 Magna,389261.0,58182,Petrol,Manual,2009,1248,5,Hyundai
Hyundai Grand i10 Magna,436241.0,325000,Petrol,Manual,2013,1956,5,Hyundai
Fiat Punto 1.3 Active,362416.0,127152,Diesel,Manual,2014,1248,5,Fiat
Jeep Compass 2.0 Limited,1637583.0,98492,Diesel,Manual,2018,1968,5,Jeep
Maruti Swift Dzire AGS ZDI Plus,1040268.0,23000,Diesel,Automatic,2018,2755,7,Maruti
Audi A3 35 TDI Premium Plus,2785234.0,45000,Diesel,Automatic,2017,3198,7,Audi
Toyota Innova Crysta 2.8 ZX AT BSIV,3342281.0,63001,Diesel,Automatic,2019,1462,6,Toyota
Ford Endeavour 3.2 Trend AT 4X4,2751677.0,72000,Diesel,Automatic,2016,2755,7,Ford
Maruti XL6 Zeta,1536912.0,26000,Petrol,Manual,2020,2393,7,Maruti
Toyota Innova Crysta 2.8 GX AT BSIV,2785234.0,46000,Diesel,Automatic,2019,998,5,Toyota
Toyota Innova Crysta 2.4 VX MT,2617449.0,140000,Diesel,Manual,2018,1248,5,Toyota
Hyundai Venue SX Plus Turbo DCT,1422818.0,3500,Petrol,Automatic,2021,1969,7,Hyundai
Maruti Ciaz ZDi SHVS,724832.0,120000,Diesel,Manual,2015,1498,5,Maruti
Volkswagen Vento 1.5 TDI Highline AT,1275167.0,79100,Diesel,Automatic,2017,1462,6,Volkswagen
Maruti Zen Estilo LXI BS IV,234899.0,60000,Petrol,Manual,2009,1497,5,Maruti
Tata Altroz XZ Diesel,1107382.0,46000,Diesel,Manual,2020,1199,5,Tata
Volkswagen Vento 1.6 Comfortline,1154362.0,65232,Petrol,Manual,2018,1493,7,Volkswagen
Volkswagen Polo Diesel Comfortline 1.2L,362416.0,106865,Diesel,Manual,2010,2609,7,Volkswagen
Mahindra Scorpio SLX 2.6 Turbo 7 Str,355704.0,100000,Diesel,Manual,2007,1086,5,Mahindra
Ford Aspire 1.5 TDCi Titanium Plus,704697.0,110000,Diesel,Manual,2015,1462,5,Ford
Hyundai Santro Magna Corp Edition AMT,773154.0,9000,Petrol,Automatic,2020,3198,7,Hyundai
Maruti SX4 S Cross Alpha,1268456.0,15000,Petrol,Manual,2020,1248,5,Maruti
Ford Endeavour Titanium Plus 4X4,4362416.0,45000,Diesel,Automatic,2019,1497,7,Ford
Maruti Swift VDI,604026.0,100000,Diesel,Manual,2013,1396,5,Maruti
Honda BR-V i-VTEC V CVT,1093959.0,80000,Petrol,Automatic,2017,998,5,Honda
Hyundai i20 Sportz 1.4 CRDi,714093.0,80000,Diesel,Manual,2015,1497,5,Hyundai
Hyundai i20 Asta Turbo DCT DT,1510067.0,11000,Petrol,Automatic,2021,1396,5,Hyundai
Honda City i VTEC CVT VX,973154.0,50000,Petrol,Automatic,2015,1197,5,Honda
Hyundai i20 Asta 1.4 CRDi,771812.0,90000,Diesel,Manual,2015,1498,5,Hyundai
Skoda Rapid 1.5 TDI AT Style BSIV,1308724.0,93500,Diesel,Automatic,2019,998,5,Skoda
Hyundai Creta 1.6 VTVT AT SX Plus,1340939.0,32000,Petrol,Automatic,2017,936,5,Hyundai
Maruti Wagon R VXI BS IV,456375.0,60000,Petrol,Manual,2014,1498,5,Maruti
Chevrolet Beat Diesel LS,288590.0,70000,Diesel,Manual,2015,1984,4,Chevrolet
Honda City ZX CVT,1154362.0,70000,Petrol,Automatic,2017,1799,5,Honda
Volkswagen Beetle 2.0,2046979.0,18999,Petrol,Automatic,2010,1248,5,Volkswagen
Honda Civic 1.8 V AT,469798.0,110000,Petrol,Automatic,2007,1197,5,Honda
Maruti Swift Dzire VDi,422818.0,145000,Diesel,Manual,2011,1461,5,Maruti
Hyundai i10 Magna 1.2 iTech SE,255033.0,60000,Petrol,Manual,2008,998,5,Hyundai
Renault Pulse RxL Optional,335570.0,50000,Diesel,Manual,2012,1197,5,Renault
Maruti Wagon R VXI BS IV,442953.0,70000,Petrol,Manual,2015,2999,7,Maruti
Hyundai i20 Active 1.2 S,791946.0,48000,Petrol,Manual,2015,1186,5,Hyundai
Hyundai Aura S Diesel,1040268.0,40000,Diesel,Manual,2020,1248,5,Hyundai
BMW 3 Series 320d Luxury Line,4228187.0,35000,Diesel,Automatic,2017,2179,7,BMW
Tata Safari Storme LX,416107.0,90000,Diesel,Manual,2012,1497,5,Tata
Mahindra XUV500 W8 AWD,1006711.0,120000,Diesel,Manual,2013,2179,7,Mahindra
Honda City i VTEC V,738255.0,60000,Petrol,Manual,2015,1497,5,Honda
Honda City E,570469.0,97320,Petrol,Manual,2012,1199,5,Honda
Volkswagen Vento Diesel Highline,657718.0,118393,Diesel,Manual,2014,1368,5,Volkswagen
Honda Jazz ZX,1194630.0,24774,Petrol,Manual,2021,999,5,Honda
Fiat Linea Emotion,228187.0,50000,Petrol,Manual,2010,1968,5,Fiat
Renault KWID Climber 1.0 AMT,657718.0,13800,Petrol,Automatic,2020,1198,5,Renault
Honda Amaze SX i-VTEC,644295.0,50000,Petrol,Manual,2016,1498,7,Honda
Hyundai EON 1.0 Era Plus,429530.0,50000,Petrol,Manual,2017,2494,8,Hyundai
Honda BR-V i-DTEC S MT,1140939.0,30000,Diesel,Manual,2018,1498,5,Honda
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2000000.0,56001,Diesel,Manual,2014,1798,5,Toyota
Honda City i DTec V,973154.0,60000,Diesel,Manual,2016,998,5,Honda
Toyota Corolla Altis VL AT,1394630.0,32976,Petrol,Automatic,2016,1198,5,Toyota
Maruti Wagon R VXI BS IV,475167.0,6830,Petrol,Manual,2014,814,5,Maruti
Nissan Micra Active XV S,440268.0,76018,Petrol,Manual,2016,1591,5,Nissan
Hyundai EON Magna Plus,362416.0,65841,Petrol,Manual,2016,2179,7,Hyundai
Hyundai Creta 1.6 VTVT E Plus,1072483.0,29943,Petrol,Manual,2017,993,5,Hyundai
Tata New Safari DICOR 2.2 EX 4x2,672483.0,35383,Diesel,Manual,2014,1798,5,Tata
Skoda Superb Elegance 1.8 TSI AT,637583.0,50000,Petrol,Automatic,2012,998,5,Skoda
Chevrolet Beat LS,179865.0,63723,Petrol,Manual,2010,1197,5,Chevrolet
Maruti Wagon R LXI CNG,456375.0,75270,Cng,Manual,2016,1368,5,Maruti
Hyundai i20 1.2 Asta,354362.0,80502,Petrol,Manual,2011,1198,5,Hyundai
Fiat Linea 1.4 Emotion,300671.0,39520,Petrol,Manual,2013,1198,5,Fiat
Volkswagen Polo Petrol Highline 1.2L,395973.0,60000,Petrol,Manual,2011,1498,5,Volkswagen
Volkswagen Polo Petrol Highline 1.2L,355704.0,79000,Petrol,Manual,2010,2179,7,Volkswagen
Volkswagen CrossPolo 1.5 TDI,651006.0,66000,Diesel,Manual,2015,2967,5,Volkswagen
Mahindra XUV500 W8 2WD,621476.0,116509,Diesel,Manual,2012,2894,4,Mahindra
Audi A6 3.0 TDI Quattro Technology,1456375.0,76398,Diesel,Automatic,2012,1197,5,Audi
Hyundai i20 Sportz 1.2,600000.0,61000,Petrol,Manual,2014,1248,5,Hyundai
Land Rover Freelander 2 SE,2483221.0,80000,Diesel,Automatic,2014,1197,5,Land
Maruti Ciaz VDi Plus SHVS,810738.0,64803,Diesel,Manual,2016,1197,5,Maruti
Hyundai i20 1.2 Sportz,338255.0,34453,Petrol,Manual,2010,1497,5,Hyundai
Maruti Swift Dzire AMT VXI,771812.0,17348,Petrol,Automatic,2017,1498,5,Maruti
Maruti Baleno Alpha Diesel,1006711.0,80000,Diesel,Manual,2018,2354,5,Maruti
Honda Amaze VX i-Vtech,630872.0,19062,Petrol,Manual,2015,2360,5,Honda
Honda CR-V 2.4L 4WD AT,1442953.0,65000,Petrol,Automatic,2015,1199,5,Honda
Mitsubishi Outlander 2.4,704697.0,45000,Petrol,Automatic,2011,2987,5,Mitsubishi
Volkswagen Polo Diesel Highline 1.2L,534228.0,83634,Diesel,Manual,2013,1493,7,Volkswagen
Mercedes-Benz M-Class ML 350 4Matic,2751677.0,103000,Diesel,Automatic,2013,1498,7,Mercedes-Benz
Mahindra TUV 300 T8 AMT,804026.0,42032,Diesel,Automatic,2016,2143,5,Mahindra
Honda Mobilio S i-DTEC,585234.0,89653,Diesel,Manual,2014,2987,7,Honda
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,4395973.0,80000,Diesel,Automatic,2014,1968,5,Mercedes-Benz
BMW X1 sDrive 20D xLine,1275167.0,82000,Diesel,Automatic,2013,2487,5,BMW
Audi A4 2.0 TDI,1644295.0,50000,Diesel,Automatic,2013,1498,5,Audi
Toyota Camry Hybrid 2.5,2516778.0,98000,Petrol,Automatic,2018,1794,5,Toyota
Volkswagen Polo 1.5 TDI Comfortline,527516.0,71033,Diesel,Manual,2014,2179,7,Volkswagen
Toyota Corolla Altis 1.8 VL AT,436241.0,95000,Petrol,Automatic,2009,1968,5,Toyota
Audi A6 2.0 TDI Premium Plus,1711409.0,98000,Diesel,Automatic,2013,1497,5,Audi
Maruti Swift Vdi BSIII,267114.0,92860,Diesel,Manual,2008,1896,5,Maruti
Skoda New Laura L and K AT,181208.0,118971,Diesel,Automatic,2008,1598,5,Skoda
MG ZS EV Exclusive,2932885.0,28000,Electric,Automatic,2021,1968,5,MG
Volkswagen Vento Petrol Highline AT,366442.0,71760,Petrol,Automatic,2010,1248,5,Volkswagen
Skoda Octavia Elegance 2.0 TDI AT,1225503.0,84612,Diesel,Automatic,2014,998,5,Skoda
Maruti Ciaz VDI SHVS,795973.0,124183,Diesel,Manual,2017,2993,5,Maruti
Maruti Wagon R LXI CNG,457718.0,47756,Cng,Manual,2016,1591,5,Maruti
Hyundai Verna 1.6 SX VTVT,503355.0,37125,Petrol,Manual,2011,1497,5,Hyundai
Hyundai Verna 1.6 SX VTVT,472483.0,87013,Petrol,Manual,2013,1598,5,Hyundai
Honda City 1.5 S MT,363758.0,149232,Petrol,Manual,2010,1364,5,Honda
Volkswagen Vento Petrol Highline,340939.0,82145,Petrol,Manual,2012,1461,5,Volkswagen
Toyota Etios Liva GD,378523.0,75805,Diesel,Manual,2011,1298,5,Toyota
Renault Duster 110PS Diesel RxL,771812.0,73000,Diesel,Manual,2015,1197,5,Renault
Maruti Swift Dzire VXi,255033.0,91717,Petrol,Manual,2009,998,5,Maruti
Maruti Swift VXI,425503.0,61828,Petrol,Manual,2013,1373,7,Maruti
Maruti Wagon R LXI BS IV,319463.0,98554,Petrol,Manual,2012,2993,5,Maruti
Maruti Ertiga ZXI,620134.0,112696,Petrol,Manual,2013,1498,5,Maruti
BMW 7 Series 730Ld,3245637.0,9329,Diesel,Automatic,2013,1248,5,BMW
Skoda Rapid 1.5 TDI Style BSIV,893959.0,64419,Diesel,Manual,2017,1197,5,Skoda
Maruti Swift Dzire VDI,755704.0,91892,Diesel,Manual,2016,1197,5,Maruti
Hyundai i20 Asta 1.2,642953.0,50827,Petrol,Manual,2015,995,5,Hyundai
Maruti Baleno 1.2 Alpha,742281.0,69167,Petrol,Manual,2015,1493,5,Maruti
Kia Seltos HTE D,1586577.0,35343,Diesel,Manual,2021,0,5,Kia
Maruti Wagon R VXI BS IV,316778.0,100527,Petrol,Manual,2012,799,5,Maruti
Tata Nexon EV Prime XZ Plus,492617.0,54239,Electric,Automatic,2020,1373,7,Tata
Renault KWID RXT Optional,420134.0,26457,Petrol,Manual,2018,1061,5,Renault
Maruti Ertiga VXI CNG,652348.0,67231,Cng,Manual,2014,998,5,Maruti
Maruti Wagon R LXI Minor Duo LPG,162416.0,74228,Lpg,Manual,2008,1197,5,Maruti
Maruti Celerio VXI CNG Optional BSIV,605369.0,55362,Cng,Manual,2017,999,5,Maruti
Hyundai i10 Magna AT,240268.0,80896,Petrol,Automatic,2010,1493,5,Hyundai
Skoda Slavia 1.0 TSI Ambition,1704697.0,2263,Petrol,Manual,2022,1462,5,Skoda
Hyundai Creta SX Diesel,2348993.0,25000,Diesel,Manual,2021,2494,8,Hyundai
Maruti Vitara Brezza ZXI Plus,1353020.0,14572,Petrol,Manual,2021,1498,7,Maruti
Toyota Innova 2.5 G4 Diesel 8-seater,759731.0,91865,Diesel,Manual,2011,1197,5,Toyota
Honda Mobilio S i-DTEC,798657.0,77000,Diesel,Manual,2015,5000,4,Honda
Hyundai Grand i10 Magna,530201.0,36109,Petrol,Manual,2014,2755,7,Hyundai
Jaguar XJ 5.0 L V8 Supercharged,3993288.0,72000,Petrol,Automatic,2012,2499,7,Jaguar
Chevrolet Tavera Neo 3 LS 7 C BSIII,800000.0,212171,Diesel,Manual,2015,2755,7,Chevrolet
Honda City i VTEC VX Option,955704.0,73079,Petrol,Manual,2016,1373,5,Honda
Toyota Innova Crysta 2.8 GX AT BSIV,2075167.0,47791,Diesel,Automatic,2017,1086,5,Toyota
Maruti Ciaz ZXi,657718.0,89982,Petrol,Manual,2015,1198,5,Maruti
Hyundai Santro Xing GLS,151677.0,100694,Petrol,Manual,2008,1197,5,Hyundai
Volkswagen Polo Petrol Comfortline 1.2L,406711.0,42788,Petrol,Manual,2013,1248,5,Volkswagen
Maruti Swift VXI,370469.0,53127,Petrol,Manual,2012,2982,7,Maruti
Maruti Swift Dzire Ldi BSIV,344966.0,47832,Diesel,Manual,2010,1193,5,Maruti
Toyota Fortuner 3.0 Diesel,1179865.0,119570,Diesel,Manual,2010,998,5,Toyota
Tata Zest Revotron 1.2 XT,433557.0,13251,Petrol,Manual,2015,1499,5,Tata
Hyundai Verna SX Opt Turbo,1922147.0,10514,Petrol,Automatic,2021,624,4,Hyundai
Ford Ecosport 1.5 Ti VCT MT Trend,595973.0,58613,Petrol,Manual,2013,1598,5,Ford
Volkswagen Polo Petrol Highline 1.6L,436241.0,56000,Petrol,Manual,2011,1197,5,Volkswagen
Hyundai i10 Sportz 1.2 AT,334228.0,103000,Petrol,Automatic,2010,1598,5,Hyundai
Hyundai i20 1.2 Sportz,463087.0,86000,Petrol,Manual,2012,1598,5,Hyundai
Volkswagen Vento Petrol Highline,401342.0,76000,Petrol,Manual,2011,998,5,Volkswagen
Volkswagen Vento Petrol Highline AT,436241.0,76000,Petrol,Automatic,2011,1995,5,Volkswagen
Hyundai Tucson 2.0 e-VGT 2WD AT GL,2348993.0,50000,Diesel,Automatic,2018,2179,7,Hyundai
Hyundai Verna VTVT 1.6 AT SX Option,1382550.0,20000,Petrol,Automatic,2018,1197,5,Hyundai
Mahindra XUV500 W8 FWD,897986.0,74000,Diesel,Manual,2012,1061,5,Mahindra
Hyundai i10 Magna,161073.0,120000,Petrol,Manual,2008,1498,5,Hyundai
Maruti Estilo LXI,140939.0,70000,Petrol,Manual,2009,1799,5,Maruti
Honda City i DTEC V,872483.0,87000,Diesel,Manual,2015,1798,5,Honda
Honda Civic 1.8 S MT,187919.0,110000,Petrol,Manual,2007,1199,7,Honda
Skoda Superb Style 1.8 TSI AT,2214765.0,61000,Petrol,Automatic,2017,2523,5,Skoda
Volkswagen Polo 1.2 MPI Highline,778523.0,21300,Petrol,Manual,2016,1462,5,Volkswagen
Mahindra Bolero ZLX BSIII,697986.0,110000,Diesel,Manual,2015,1199,5,Mahindra
Toyota Urban cruiser High AT,1630872.0,11400,Petrol,Automatic,2022,1582,5,Toyota
Hyundai Elantra CRDi SX,738255.0,120000,Diesel,Manual,2014,1798,5,Hyundai
Skoda Superb 1.8 TSI MT,476510.0,50000,Petrol,Manual,2010,1197,6,Skoda
Maruti SX4 Zxi BSIII,201342.0,100000,Petrol,Manual,2007,2835,5,Maruti
Maruti Swift Dzire VXI,604026.0,73000,Petrol,Manual,2013,1493,5,Maruti
Mitsubishi Pajero 2.8 L,738255.0,90786,Diesel,Manual,2007,796,5,Mitsubishi
Hyundai Venue SX Diesel,1406711.0,14801,Diesel,Manual,2020,998,5,Hyundai
Maruti Alto LXi,147651.0,70000,Petrol,Manual,2008,1461,5,Maruti
Maruti Wagon R VXI BS IV,469798.0,40000,Petrol,Manual,2017,1248,5,Maruti
Nissan Sunny Diesel XV,469798.0,120000,Diesel,Manual,2014,1248,5,Nissan
Tata Zest Quadrajet 1.3 XT,604026.0,77000,Diesel,Manual,2016,796,5,Tata
Maruti Vitara Brezza VDi Option,1006711.0,90000,Diesel,Manual,2017,1493,7,Maruti
Maruti Alto LXi BSIII,228187.0,100000,Petrol,Manual,2008,2179,5,Maruti
Mahindra XUV500 W10 AWD,1236241.0,155000,Diesel,Manual,2015,1197,5,Mahindra
Hyundai Verna CRDi SX ABS,201342.0,170000,Diesel,Manual,2007,1086,5,Hyundai
Hyundai i10 Era LPG,315436.0,25000,Lpg,Manual,2012,999,5,Hyundai
Tata Indica GLS,167785.0,72000,Petrol,Manual,2008,1248,5,Tata
Chevrolet Sail Hatchback 1.3 TCDi,348993.0,120000,Diesel,Manual,2014,1498,5,Chevrolet
Hyundai i20 Asta 1.4 CRDi,557046.0,70000,Diesel,Manual,2013,1197,5,Hyundai
Toyota Corolla Altis 1.8 Limited Edition,1174496.0,32000,Petrol,Manual,2015,1498,5,Toyota
Hyundai Xcent 1.2 Kappa AT S Option,604026.0,70000,Petrol,Automatic,2015,1596,5,Hyundai
Tata Indica Xeta GLS BS IV,174496.0,80000,Petrol,Manual,2006,1498,5,Tata
Volkswagen Polo 1.5 TDI Highline,604026.0,90000,Diesel,Manual,2015,995,5,Volkswagen
Ford Figo Petrol Titanium,174496.0,50000,Petrol,Manual,2010,1197,5,Ford
Maruti Wagon R VXI 1.2 BSIV,347651.0,108000,Petrol,Manual,2013,1197,5,Maruti
Maruti Swift VVT VXI,604026.0,50000,Petrol,Manual,2016,1197,5,Maruti
Honda Civic 1.8 S MT,187919.0,110000,Petrol,Manual,2007,2143,5,Honda
Hyundai Grand i10 1.2 Kappa Asta,704697.0,60000,Petrol,Manual,2017,2179,5,Hyundai
Mercedes-Benz C-Class C 250 CDI Avantgarde,1597315.0,75000,Diesel,Automatic,2011,1798,5,Mercedes-Benz
Jaguar XF 2.2 Litre Luxury,3322147.0,50000,Diesel,Automatic,2015,1995,5,Jaguar
Skoda Superb LK 1.8 TSI AT,2296644.0,69000,Petrol,Automatic,2016,2143,5,Skoda
BMW X1 sDrive20d,1570469.0,135000,Diesel,Automatic,2011,5461,7,BMW
Mercedes-Benz S-Class S 500 L,2516778.0,72000,Petrol,Automatic,2011,1995,5,Mercedes-Benz
Hyundai Santa Fe 4x4 AT,1040268.0,126000,Diesel,Automatic,2012,1995,5,Hyundai
BMW 3 Series 320d Luxury Line,2483221.0,61000,Diesel,Automatic,2015,1199,5,BMW
Honda Civic 1.8 V MT,335570.0,60000,Petrol,Manual,2008,999,5,Honda
Renault KWID 1.0 RXT Opt,510067.0,25000,Petrol,Manual,2020,1396,5,Renault
Toyota Corolla Altis VL AT,1275167.0,50000,Petrol,Automatic,2015,1991,5,Toyota
Skoda Octavia Ambiente 1.9 TDI,463087.0,96000,Diesel,Manual,2009,1497,5,Skoda
Maruti Alto LXi BSIII,186577.0,120000,Petrol,Manual,2007,1198,5,Maruti
Honda City i VTEC CVT VX,954362.0,70000,Petrol,Automatic,2016,1197,5,Honda
Tata Nexon 1.2 Revotron XM,1072483.0,22045,Petrol,Manual,2019,1461,7,Tata
Maruti Swift Dzire 1.2 Lxi BSIV,322147.0,110000,Petrol,Manual,2011,2494,5,Maruti
Nissan Micra Diesel XV,382550.0,70000,Diesel,Manual,2012,998,5,Nissan
Toyota Innova 2.5 G (Diesel) 7 Seater,859060.0,141292,Diesel,Manual,2011,1197,5,Toyota
Maruti Zen Estilo VXI BSIV,255033.0,93313,Petrol,Manual,2010,998,5,Maruti
Maruti Wagon R CNG LXI,523489.0,91849,Cng,Manual,2015,1197,5,Maruti
Maruti Baleno 1.2 Sigma,838926.0,15758,Petrol,Manual,2019,1498,5,Maruti
Hyundai i20 1.2 Sportz,335570.0,80000,Petrol,Manual,2010,1497,5,Hyundai
Ford Ecosport 1.5 DV5 MT Titanium,731543.0,121000,Diesel,Manual,2013,1497,5,Ford
Honda City i VTEC SV,818791.0,83114,Petrol,Manual,2015,1462,5,Honda
Honda City i VTEC SV,798657.0,76357,Petrol,Manual,2015,1061,5,Honda
Maruti Ciaz Alpha AT,1288590.0,10000,Petrol,Automatic,2020,1373,5,Maruti
Maruti Wagon R LXI Minor,140939.0,90000,Petrol,Manual,2007,1196,5,Maruti
Maruti Ciaz ZXi Plus,845637.0,50000,Petrol,Manual,2017,1498,5,Maruti
Maruti Eeco CNG 5 Seater AC BSIV,604026.0,40000,Cng,Manual,2017,1197,5,Maruti
