car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,manufacture,engine,Seats,company
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,963758.0,46286,Diesel,Manual,2014,814,5,Toyota
Maruti Baleno Sigma,787919.0,8110,Petrol,Manual,2020,1086,5,Maruti
Fiat Grande Punto EVO 1.2 Active,292617.0,64712,Petrol,Manual,2015,998,5,Fiat
Renault KWID Climber 1.0 AMT,398657.0,52698,Petrol,Automatic,2017,799,5,Renault
Hyundai Grand i10 CRDi Sportz,389261.0,120797,Diesel,Manual,2016,1462,5,Hyundai
Hyundai EON Era Plus Option,359731.0,39109,Petrol,Manual,2017,796,7,Hyundai
Hyundai i10 Era 1.1,200000.0,21046,Petrol,Manual,2009,1364,5,Hyundai
Maruti Wagon R VXI BS IV,353020.0,34794,Petrol,Manual,2014,1498,5,Maruti
Renault KWID RXT Optional,409395.0,33614,Petrol,Manual,2018,2179,7,Renault
Maruti Ciaz Zeta,1275167.0,9630,Petrol,Manual,2022,1248,5,Maruti
Maruti Alto LXi,147651.0,72153,Petrol,Manual,2011,1956,5,Maruti
Toyota Platinum Etios 1.4 GD,758389.0,78172,Diesel,Manual,2019,1462,5,Toyota
Honda City i-DTEC V,1063087.0,64313,Diesel,Manual,2018,1364,5,Honda
Mahindra XUV500 W11 BSIV,2096644.0,74787,Diesel,Manual,2020,1248,5,Mahindra
Maruti Swift Dzire ZDI Plus,900671.0,92045,Diesel,Manual,2019,998,5,Maruti
Jeep Compass 2.0 Limited,1614765.0,48259,Diesel,Manual,2018,814,4,Jeep
Maruti Ertiga VXI Petrol,994630.0,21197,Petrol,Manual,2019,1497,7,Maruti
Toyota Etios VD,456375.0,13814,Diesel,Manual,2012,1451,5,Toyota
Maruti Baleno 1.3 Delta,609395.0,85890,Diesel,Manual,2015,624,5,Maruti
Maruti Wagon R LXI BS IV,178523.0,101935,Petrol,Manual,2010,999,5,Maruti
Hyundai EON Era Plus,379865.0,26012,Petrol,Manual,2018,1497,7,Hyundai
Honda City V MT,420134.0,117699,Petrol,Manual,2012,1197,7,Honda
MG Hector Hybrid Sharp MT,2425503.0,31437,Petrol,Manual,2021,999,7,MG
Tata Nano Twist XTA,193288.0,14458,Petrol,Automatic,2015,2494,5,Tata
Renault Triber RXL BSIV,673825.0,55744,Petrol,Manual,2019,2179,5,Renault
Honda City i VTEC SV,731543.0,10411,Petrol,Manual,2015,1198,5,Honda
Maruti Swift Dzire VXI 1.2,820134.0,43627,Petrol,Manual,2019,1197,7,Maruti
Renault KWID 1.0 RXT Optional AT 2016-2019,315436.0,31306,Petrol,Automatic,2017,1995,5,Renault
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,876510.0,308768,Diesel,Manual,2015,1197,5,Toyota
Mahindra XUV500 W7 AT BSIV,1657718.0,55209,Diesel,Automatic,2018,1462,5,Mahindra
Datsun GO Plus T BSIV,408053.0,18732,Petrol,Manual,2017,1198,5,Datsun
Hyundai Grand i10 Nios Sportz CNG,994630.0,30273,Cng,Manual,2021,1197,5,Hyundai
BMW X4 M Sport X xDrive20d,7583892.0,29000,Diesel,Automatic,2019,1591,5,BMW
Hyundai Grand i10 1.2 Kappa Sportz BSIV,620134.0,47841,Petrol,Manual,2018,1248,5,Hyundai
Maruti Ertiga VXI,1139597.0,3707,Petrol,Manual,2020,999,5,Maruti
Honda Amaze S i-Vtech,508724.0,104596,Petrol,Manual,2016,1248,7,Honda
Hyundai i10 Sportz,353020.0,60162,Petrol,Manual,2013,799,5,Hyundai
Hyundai Creta 1.6 Gamma SX Plus,1046979.0,72434,Petrol,Manual,2015,998,5,Hyundai
Maruti Swift VDI,362416.0,96906,Diesel,Manual,2012,2755,5,Maruti
Renault KWID 1.0 RXT AMT Opt,597315.0,4603,Petrol,Automatic,2020,1497,5,Renault
Maruti Swift VDI BSIV,496644.0,63740,Diesel,Manual,2014,1396,5,Maruti
Renault KWID RXT,334228.0,53827,Petrol,Manual,2016,1197,5,Renault
Kia Sonet HTX Turbo iMT,1391946.0,13997,Petrol,Manual,2021,1299,7,Kia
Toyota Fortuner 2.8 2WD MT BSIV,2657718.0,120949,Diesel,Manual,2017,1248,5,Toyota
Honda City i VTEC V,864429.0,42189,Petrol,Manual,2017,1086,5,Honda
Hyundai i20 1.4 CRDi Sportz,379865.0,34341,Diesel,Manual,2012,1493,6,Hyundai
Hyundai Grand i10 Nios Sportz,884563.0,18881,Petrol,Manual,2020,993,5,Hyundai
Maruti Vitara Brezza VDi,1006711.0,26201,Diesel,Manual,2019,1462,7,Maruti
Hyundai i10 Sportz 1.1L,332885.0,107263,Petrol,Manual,2014,998,5,Hyundai
Mahindra Bolero Power Plus SLX,822818.0,58245,Diesel,Manual,2017,1499,7,Mahindra
Maruti Swift VDI BSIV,570469.0,51755,Diesel,Manual,2015,1193,7,Maruti
Maruti XL6 Zeta,1280536.0,84284,Petrol,Manual,2020,2179,5,Maruti
Maruti Wagon R LXI BS IV,370469.0,94087,Petrol,Manual,2015,998,5,Maruti
Ford Fiesta Petrol Titanium,373154.0,56292,Petrol,Manual,2011,2393,5,Ford
Toyota Fortuner 2.8 2WD MT,3935570.0,91604,Diesel,Manual,2020,2179,5,Toyota
Tata Zest Revotron 1.2 XT,357046.0,56290,Petrol,Manual,2015,1248,5,Tata
Mahindra XUV500 W8 2WD,806711.0,41086,Diesel,Manual,2015,1364,7,Mahindra
Maruti Alto K10 VXI,348993.0,38137,Petrol,Manual,2016,1197,5,Maruti
Toyota Innova Crysta 2.4 GX 7 STR AT,2974496.0,11724,Diesel,Automatic,2022,1120,5,Toyota
Tata Safari Storme LX,710067.0,111023,Diesel,Manual,2016,2198,5,Tata
Chevrolet Sail Hatchback LS ABS,340939.0,63936,Diesel,Manual,2013,1461,5,Chevrolet
Toyota Etios GD,397315.0,229289,Diesel,Manual,2013,1497,5,Toyota
Hyundai i20 1.2 Asta,755704.0,21292,Petrol,Manual,2017,1396,5,Hyundai
Hyundai Grand i10 CRDi Magna,467114.0,99561,Diesel,Manual,2016,1193,5,Hyundai
Ford Endeavour 2.2 Trend AT 4X2,1795973.0,103066,Diesel,Automatic,2016,998,5,Ford
Renault Duster 110PS Diesel RxL,485906.0,102141,Diesel,Manual,2014,1498,5,Renault
Ford Ecosport 1.5 Petrol Titanium BSIV,852348.0,49320,Petrol,Manual,2017,796,5,Ford
Tata Indigo LX BSIV,230872.0,43239,Diesel,Manual,2015,1497,5,Tata
Tata Indigo Emax CNG GLS,331543.0,112051,Cng,Manual,2017,1199,5,Tata
Maruti Celerio ZXI AMT BSIV,464429.0,7999,Petrol,Automatic,2017,5461,4,Maruti
Ford Ecosport 1.5 DV5 MT Trend,511409.0,86269,Diesel,Manual,2013,1197,5,Ford
Maruti Alto LXi BSIII,161073.0,15166,Petrol,Manual,2010,3996,5,Maruti
Tata Tigor EV XM,846979.0,25882,Electric,Automatic,2019,1582,5,Tata
Honda City 1.5 S AT,361073.0,57209,Petrol,Automatic,2009,1950,5,Honda
Volkswagen CrossPolo 1.2 TDI,453691.0,94848,Diesel,Manual,2013,1061,5,Volkswagen
Hyundai Xcent 1.2 VTVT S,642953.0,9669,Petrol,Manual,2018,1956,5,Hyundai
Hyundai Verna 1.6 SX,551677.0,111246,Diesel,Manual,2014,1991,5,Hyundai
Maruti Wagon R VXI Minor,191946.0,55118,Petrol,Manual,2010,1197,5,Maruti
Mercedes-Benz E-Class Exclusive E 220 d BSIV,5838926.0,39000,Diesel,Automatic,2017,2393,5,Mercedes-Benz
Tata Harrier XT plus Dark Edition,1598657.0,128924,Diesel,Manual,2021,1197,5,Tata
Maruti Wagon R LX Minor,142281.0,55842,Petrol,Manual,2010,998,5,Maruti
Mercedes-Benz GLC 200,7583892.0,32000,Petrol,Automatic,2020,1582,5,Mercedes-Benz
Hyundai i20 1.4 CRDi Asta,382550.0,96732,Diesel,Manual,2012,1493,5,Hyundai
Hyundai Grand i10 Asta,446979.0,38370,Petrol,Manual,2014,1248,5,Hyundai
Toyota Innova Crysta 2.4 G MT BSIV,1216107.0,126401,Diesel,Manual,2017,998,5,Toyota
Hyundai i20 Active 1.2 S,689932.0,44357,Petrol,Manual,2017,1197,7,Hyundai
Maruti Wagon R LXI BS IV,299328.0,60545,Petrol,Manual,2013,1120,5,Maruti
Hyundai Verna 1.6 SX,425503.0,132004,Diesel,Manual,2012,2179,5,Hyundai
Kia Seltos HTK Plus D,1778523.0,7000,Diesel,Manual,2021,1248,8,Kia
Maruti Vitara Brezza ZDi,1080536.0,36096,Diesel,Manual,2019,1197,5,Maruti
Maruti Wagon R VXI,702013.0,9264,Petrol,Manual,2021,2494,5,Maruti
Hyundai Grand i10 Asta Option,346308.0,112870,Petrol,Manual,2013,1198,8,Hyundai
Hyundai Xcent 1.1 CRDi S,398657.0,56522,Diesel,Manual,2014,998,5,Hyundai
Mahindra Scorpio S11 BSIV,1679194.0,74206,Diesel,Manual,2018,2393,5,Mahindra
Maruti Swift Dzire VDI,892617.0,70000,Diesel,Manual,2018,1047,5,Maruti
Hyundai i20 1.2 Asta Option,755704.0,50924,Petrol,Manual,2018,1197,5,Hyundai
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,1038926.0,55681,Diesel,Manual,2015,998,5,Toyota
Tata Nexon 1.2 Revotron XM,867114.0,13308,Petrol,Manual,2019,998,7,Tata
Maruti Zen Estilo LXI BS IV,224161.0,27420,Petrol,Manual,2011,1248,5,Maruti
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2020134.0,143696,Diesel,Manual,2018,1999,4,Toyota
Tata Tiago 1.05 Revotorq XT,502013.0,117792,Diesel,Manual,2017,2995,6,Tata
Maruti Swift Dzire AMT VXI,696644.0,47131,Petrol,Automatic,2017,1991,5,Maruti
Maruti Wagon R LXI CNG,261744.0,104155,Cng,Manual,2012,1950,8,Maruti
Maruti A-Star Lxi,214765.0,54573,Petrol,Manual,2011,1498,5,Maruti
Maruti Baleno 1.3 Zeta,789261.0,84143,Diesel,Manual,2019,2494,7,Maruti
Ford Ecosport Titanium Diesel,986577.0,46029,Diesel,Manual,2021,1396,7,Ford
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,1046979.0,205479,Diesel,Manual,2016,1248,5,Toyota
Tata Nexon XMA AMT S,1340939.0,39353,Petrol,Automatic,2020,2755,7,Tata
Audi Q7 4.2 TDI quattro,2316778.0,80087,Diesel,Automatic,2011,1950,5,Audi
Kia Sonet HTX Turbo iMT,1425503.0,14067,Petrol,Manual,2021,1462,5,Kia
Maruti Baleno Delta,897986.0,13341,Petrol,Manual,2021,1197,5,Maruti
Hyundai i20 Active 1.4 SX,770469.0,59326,Diesel,Manual,2017,1798,5,Hyundai
Maruti Swift VDI BSIV,471140.0,71093,Diesel,Manual,2014,1197,5,Maruti
Mercedes-Benz E-Class Exclusive E 220d,10033557.0,13000,Diesel,Automatic,2021,1956,5,Mercedes-Benz
Maruti Ertiga ZXI Plus,1269798.0,29267,Petrol,Manual,2019,2179,5,Maruti
Maruti Swift Dzire AMT VXI,961073.0,9695,Petrol,Automatic,2019,1199,5,Maruti
Toyota Corolla Altis G MT,1185234.0,49470,Petrol,Manual,2016,1956,5,Toyota
Volkswagen Vento 1.2 TSI Highline AT,981208.0,27334,Petrol,Automatic,2016,1186,5,Volkswagen
Maruti Alto 800 LXI,359731.0,35275,Petrol,Manual,2016,1497,5,Maruti
Jeep Compass 2.0 Limited Plus AT,2970469.0,32365,Diesel,Automatic,2020,1497,5,Jeep
Tata Hexa XT,1370469.0,57366,Diesel,Manual,2017,1199,5,Tata
Tata Altroz XZ,979865.0,30972,Petrol,Manual,2020,1956,7,Tata
Jeep Compass 2.0 Sport,1581208.0,63641,Diesel,Manual,2018,1248,7,Jeep
Hyundai Grand i10 1.2 CRDi Sportz,697986.0,36171,Diesel,Manual,2018,2179,6,Hyundai
Honda City i-VTEC CVT ZX,1275167.0,33851,Petrol,Automatic,2017,1373,5,Honda
Honda City i VTEC V,816107.0,73414,Petrol,Manual,2015,1198,5,Honda
Tata Tiago 1.2 Revotron XZ,578523.0,65938,Petrol,Manual,2017,796,5,Tata
MG Hector Sharp Diesel MT,2322147.0,27122,Diesel,Manual,2020,1461,7,MG
Maruti Baleno 1.3 Zeta,744966.0,73994,Diesel,Manual,2017,1497,5,Maruti
Tata Safari Storme VX Varicor 400,1032214.0,65779,Diesel,Manual,2016,1493,5,Tata
Maruti Ertiga BSIV ZXI,1055033.0,51239,Petrol,Manual,2018,1396,5,Maruti
Mahindra KUV 100 mFALCON G80 K4,491275.0,70222,Petrol,Manual,2017,1086,5,Mahindra
Maruti Alto 800 VXI,553020.0,3415,Petrol,Manual,2021,1086,7,Maruti
Nissan Terrano XL Plus 85 PS,563758.0,110000,Diesel,Manual,2014,1199,5,Nissan
Hyundai i20 Asta 1.4 CRDi,724832.0,97000,Diesel,Manual,2015,1248,5,Hyundai
Hyundai i10 Era,302013.0,80000,Petrol,Manual,2009,2967,7,Hyundai
Hyundai i10 Era,241610.0,25000,Petrol,Manual,2011,1197,5,Hyundai
Volkswagen Polo Diesel Highline 1.2L,362416.0,60000,Diesel,Manual,2012,2494,4,Volkswagen
Tata New Safari Dicor EX 4X2 BS IV,436241.0,80000,Diesel,Manual,2013,1396,5,Tata
Chevrolet Beat LS,261744.0,100000,Petrol,Manual,2017,796,5,Chevrolet
Maruti Swift Dzire VDI Optional,617449.0,30000,Diesel,Manual,2015,2993,5,Maruti
Maruti Swift VXI,281879.0,110000,Petrol,Manual,2011,1197,5,Maruti
Toyota Innova 2.5 VX (Diesel) 7 Seater,738255.0,120000,Diesel,Manual,2013,1461,5,Toyota
Tata Indica eV2 LS,151677.0,110000,Diesel,Manual,2016,998,4,Tata
Maruti Swift Dzire VDI,751677.0,80000,Diesel,Manual,2016,1248,5,Maruti
Hyundai Xcent 1.2 VTVT E,528859.0,10000,Petrol,Manual,2019,1582,5,Hyundai
Maruti Wagon R VXI,751677.0,5000,Petrol,Manual,2022,1248,5,Maruti
Mahindra Thar LX 4-Str Hard Top AT,1845637.0,20000,Petrol,Automatic,2020,1462,5,Mahindra
Maruti Swift VDI BSIV W ABS,315436.0,100000,Diesel,Manual,2010,1086,7,Maruti
Hyundai Verna 1.6 SX,489932.0,120000,Diesel,Manual,2013,2179,5,Hyundai
Honda City 1.5 GXI,174496.0,90000,Petrol,Manual,2005,1193,5,Honda
Maruti Swift VXI,738255.0,50000,Petrol,Manual,2017,1497,5,Maruti
Hyundai Santro Era,570469.0,20000,Petrol,Manual,2019,1798,5,Hyundai
Mahindra XUV500 W8 FWD,845637.0,120000,Diesel,Manual,2013,1248,5,Mahindra
Tata Zest Revotron 1.2T XM,456375.0,60000,Petrol,Manual,2016,1399,7,Tata
Honda City 1.5 S MT,342281.0,60000,Petrol,Manual,2011,2982,7,Honda
Chevrolet Cruze LTZ,644295.0,40000,Diesel,Manual,2016,2179,5,Chevrolet
Hyundai Verna 1.6 CRDI,389261.0,110000,Diesel,Manual,2011,998,5,Hyundai
Hyundai i10 Sportz,281879.0,70000,Petrol,Manual,2011,1298,5,Hyundai
Maruti Swift VDI BSIV,255033.0,70000,Diesel,Manual,2010,1497,5,Maruti
Toyota Fortuner 4x2 Manual,1704697.0,110000,Diesel,Manual,2015,2179,5,Toyota
Maruti Alto K10 VXI,382550.0,70000,Petrol,Manual,2016,1956,5,Maruti
Honda City 1.5 S Inspire,285906.0,110000,Petrol,Manual,2009,796,7,Honda
Skoda New Laura Ambiente 1.9 PD,201342.0,120000,Diesel,Manual,2007,2179,5,Skoda
Tata Hexa XTA,1449664.0,80000,Diesel,Automatic,2018,1198,5,Tata
Volkswagen Ameo 1.5 TDI Highline Plus 16,718120.0,50000,Diesel,Manual,2018,1498,2,Volkswagen
Tata New Safari XZ Plus,2771812.0,35000,Diesel,Manual,2021,2523,5,Tata
Hyundai Verna VTVT 1.6 SX Option,1174496.0,60000,Petrol,Manual,2019,796,5,Hyundai
Nissan Micra Diesel XV,357046.0,110000,Diesel,Manual,2013,2499,5,Nissan
Maruti Alto LX,167785.0,135000,Petrol,Manual,2009,1248,7,Maruti
Mahindra XUV500 W8 FWD,704697.0,90000,Diesel,Manual,2013,2523,5,Mahindra
Honda Brio S MT,362416.0,67000,Petrol,Manual,2013,1298,5,Honda
Honda Amaze EX i-Dtech,335570.0,90000,Diesel,Manual,2014,1396,5,Honda
Mahindra Bolero Pik Up Extra Long CBC 1.7T,926174.0,300000,Diesel,Manual,2019,1197,5,Mahindra
Maruti Alto LXi BSIII,181208.0,50000,Petrol,Manual,2008,1995,5,Maruti
Isuzu D-Max S CAB,1041610.0,5000,Diesel,Manual,2022,1461,5,Isuzu
Maruti Swift Dzire VDI,570469.0,100000,Diesel,Manual,2014,1198,5,Maruti
Maruti Swift Dzire VXi,214765.0,80000,Petrol,Manual,2009,1498,5,Maruti
Maruti Swift VXi BSIV,161073.0,90000,Petrol,Manual,2008,1586,5,Maruti
BMW 3 Series 320d,503355.0,100000,Diesel,Automatic,2007,998,5,BMW
Honda CR-V MT With Sun Roof,872483.0,136000,Petrol,Manual,2012,999,5,Honda
Maruti Alto K10 VXI,436241.0,40000,Petrol,Manual,2018,1493,5,Maruti
Volkswagen Polo 1.5 TDI Highline,489932.0,110000,Diesel,Manual,2015,1197,5,Volkswagen
Hyundai i20 Sportz 1.4 CRDi,416107.0,70000,Diesel,Manual,2014,999,5,Hyundai
Maruti SX4 Zxi with Leather BSIII,161073.0,90000,Petrol,Manual,2007,1061,5,Maruti
Maruti Celerio VXI,449664.0,60000,Petrol,Manual,2016,1995,5,Maruti
Audi Q3 35 TDI Quattro Premium Plus,1677852.0,40000,Diesel,Automatic,2014,998,5,Audi
Maruti Baleno Zeta,953020.0,20000,Petrol,Manual,2021,1197,5,Maruti
Renault KWID 1.0 RXT,362416.0,35000,Petrol,Manual,2017,1956,5,Renault
Maruti Alto K10 VXI AMT,469798.0,25000,Petrol,Automatic,2017,1248,5,Maruti
Maruti Swift VDI BSIV,322147.0,60000,Diesel,Manual,2015,1968,5,Maruti
Renault KWID 1.0 RXT Optional AT 2016-2019,414765.0,45095,Petrol,Automatic,2017,1248,5,Renault
Toyota Etios Liva G,273825.0,30056,Petrol,Manual,2011,814,7,Toyota
Tata Harrier XT,2069798.0,32638,Diesel,Manual,2021,2967,5,Tata
Maruti Ignis Sigma,656375.0,21513,Petrol,Manual,2020,1798,7,Maruti
Maruti Swift Dzire VXI,519463.0,55325,Petrol,Manual,2015,2179,5,Maruti
Maruti Swift Dzire LDi,198657.0,163043,Diesel,Manual,2009,1248,5,Maruti
Audi A4 2.0 TDI,1020134.0,117180,Diesel,Automatic,2011,1956,7,Audi
Maruti Swift VDI BSIV,404026.0,156932,Diesel,Manual,2014,2494,5,Maruti
Hyundai EON Magna Plus,246979.0,28508,Petrol,Manual,2013,1373,5,Hyundai
Audi Q7 3.0 TDI Quattro Premium Plus,1479194.0,86594,Diesel,Automatic,2009,1197,5,Audi
Skoda Superb Elegance 1.8 TSI,685906.0,61090,Petrol,Manual,2011,1497,5,Skoda
Mahindra Scorpio SLE 7S BSIII,496644.0,295392,Diesel,Manual,2011,1197,5,Mahindra
Maruti Swift LDI,335570.0,84132,Diesel,Manual,2012,1582,7,Maruti
Jeep Compass 2.0 Limited Option 4X4,1510067.0,99695,Diesel,Manual,2017,2393,5,Jeep
Toyota Innova 2.5 ZX Diesel 7 Seater,1008053.0,98234,Diesel,Manual,2014,1461,7,Toyota
Maruti Ciaz VXi Plus,703355.0,86523,Petrol,Manual,2016,1462,5,Maruti
Hyundai i10 Sportz,304697.0,76974,Petrol,Manual,2012,1498,7,Hyundai
Honda City 1.5 S MT,285906.0,112308,Petrol,Manual,2008,2199,5,Honda
Maruti Swift Dzire VXI,391946.0,42278,Petrol,Manual,2012,1451,5,Maruti
Hyundai Creta 1.6 CRDi SX,1112751.0,65308,Diesel,Manual,2016,1248,7,Hyundai
Toyota Innova Crysta 2.4 ZX MT BSIV,2012080.0,83519,Diesel,Manual,2016,2499,7,Toyota
Renault Duster 110PS Diesel RxZ,472483.0,133159,Diesel,Manual,2013,1997,5,Renault
Maruti Ertiga CNG VXI,1216107.0,55481,Cng,Manual,2020,998,7,Maruti
MG Astor Super CVT,1646979.0,7046,Petrol,Automatic,2021,1493,5,MG
Kia Carnival Prestige,3786577.0,9762,Diesel,Automatic,2021,1248,5,Kia
MG Hector Sharp DCT,2463087.0,12144,Petrol,Automatic,2021,1248,5,MG
Maruti SX4 S Cross Zeta DDiS 200 SH,920805.0,117585,Diesel,Manual,2017,1120,5,Maruti
Ford Endeavour 2.5L 4X2 MT,867114.0,205129,Diesel,Manual,2014,1193,5,Ford
Mahindra Scorpio 1.99 S10,1136912.0,53076,Diesel,Manual,2016,1498,5,Mahindra
Maruti Celerio VXI CNG BSIV,574496.0,84346,Cng,Manual,2018,1968,5,Maruti
Mahindra TUV 300 T8,672483.0,97865,Diesel,Manual,2015,814,5,Mahindra
Maruti Swift VDI BSIV,277852.0,89807,Diesel,Manual,2010,1396,7,Maruti
Maruti Swift Dzire VDI,438926.0,99121,Diesel,Manual,2014,2199,5,Maruti
Hyundai Grand i10 CRDi Magna,483221.0,97497,Diesel,Manual,2016,1498,5,Hyundai
Honda City i DTEC E,574496.0,133384,Diesel,Manual,2014,1582,5,Honda
Audi A6 35 TDI Technology,1421476.0,94235,Diesel,Automatic,2012,1248,5,Audi
Hyundai EON Magna Plus,330201.0,26995,Petrol,Manual,2015,1461,5,Hyundai
Hyundai i20 Asta 1.4 CRDi,661744.0,93763,Diesel,Manual,2015,998,5,Hyundai
Hyundai Santa Fe 4WD AT,1259060.0,133491,Diesel,Automatic,2015,1197,5,Hyundai
Volkswagen Polo 1.5 TDI Highline,502013.0,73323,Diesel,Manual,2015,799,5,Volkswagen
Toyota Etios Liva GD,519463.0,141059,Diesel,Manual,2015,1498,5,Toyota
Hyundai Verna 1.6 CRDi EX MT,387919.0,178989,Diesel,Manual,2011,1998,5,Hyundai
Maruti Swift Dzire VDI,493959.0,129195,Diesel,Manual,2013,1968,5,Maruti
Renault Duster 85PS Diesel RxL,424161.0,73331,Diesel,Manual,2013,1248,5,Renault
Maruti Celerio VXI,334228.0,75088,Petrol,Manual,2014,998,5,Maruti
Hyundai Grand i10 Magna,433557.0,60609,Petrol,Manual,2015,1995,5,Hyundai
Renault KWID RXE,293959.0,48448,Petrol,Manual,2015,998,5,Renault
Ford Ecosport 1.5 DV5 MT Titanium Optional,715436.0,112525,Diesel,Manual,2015,1956,7,Ford
Chevrolet Cruze LT,357046.0,97095,Diesel,Manual,2012,2179,5,Chevrolet
Audi A4 2.0 TDI,1077852.0,114450,Diesel,Automatic,2013,998,5,Audi
Maruti Swift VDI BSIV,217449.0,177180,Diesel,Manual,2010,1497,5,Maruti
Maruti Wagon R LXI CNG,347651.0,122702,Cng,Manual,2016,1248,5,Maruti
BMW 3 Series 320d,696644.0,145228,Diesel,Automatic,2010,2993,5,BMW
Maruti Alto K10 2010-2014 VXI,193288.0,11026,Petrol,Manual,2011,796,5,Maruti
MG Hector Sharp Diesel MT,2535570.0,5216,Diesel,Manual,2022,1586,5,MG
Tata Sumo MKII GX BS IV,373154.0,39732,Diesel,Manual,2011,1248,5,Tata
Maruti Alto K10 VXI,484563.0,26360,Petrol,Manual,2019,1462,7,Maruti
Honda City V MT AVN,973154.0,55360,Petrol,Manual,2017,2179,5,Honda
Maruti Swift Dzire LDI,398657.0,101417,Diesel,Manual,2015,1968,5,Maruti
BMW 7 Series 730Ld,1740939.0,104033,Diesel,Automatic,2010,1498,5,BMW
Maruti Alto LX,148993.0,73411,Petrol,Manual,2011,1199,5,Maruti
Maruti SX4 Zxi BSIII,281879.0,19844,Petrol,Manual,2008,1498,5,Maruti
Maruti Swift VDI,442953.0,107497,Diesel,Manual,2012,1995,5,Maruti
Maruti Ciaz Delta BSIV,840268.0,86272,Petrol,Manual,2018,1582,5,Maruti
Tata Hexa XT,1189261.0,82455,Diesel,Manual,2017,2143,5,Tata
Audi Q3 35 TDI Quattro Premium Plus,3420134.0,40996,Diesel,Automatic,2019,1462,5,Audi
Honda Amaze SX i-DTEC,477852.0,182628,Diesel,Manual,2016,1197,5,Honda
Volkswagen Polo Diesel Comfortline 1.2L,257718.0,80615,Diesel,Manual,2011,1197,5,Volkswagen
Honda City i DTEC VX,710067.0,119391,Diesel,Manual,2015,1497,7,Honda
BMW 3 Series 320d Sport Line,1332885.0,169917,Diesel,Automatic,2012,2494,5,BMW
Hyundai Verna CRDi 1.6 AT SX Option,1604026.0,28235,Diesel,Automatic,2020,796,5,Hyundai
Mercedes-Benz C-Class 220 CDI AT,1524832.0,86063,Diesel,Automatic,2014,1498,7,Mercedes-Benz
Toyota Urban cruiser Premium AT,1438926.0,9711,Petrol,Automatic,2021,2393,5,Toyota
Maruti Swift VXI,485906.0,108590,Petrol,Manual,2015,1197,5,Maruti
Hyundai Grand i10 1.2 Kappa Sportz BSIV,625503.0,51777,Petrol,Manual,2018,1197,5,Hyundai
Tata Nexon XM Diesel S,1316778.0,19909,Diesel,Manual,2021,1198,5,Tata
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,846979.0,119363,Diesel,Manual,2014,1197,5,Toyota
Maruti Alto 800 LXI CNG,342281.0,46001,Cng,Manual,2020,999,5,Maruti
Honda City ZX CVT,1936912.0,2710,Petrol,Automatic,2022,1461,5,Honda
Toyota Innova Crysta 2.4 VX MT BSIV,2567785.0,46471,Diesel,Manual,2020,1086,5,Toyota
Maruti Swift Dzire AMT ZXI Plus,860402.0,45893,Petrol,Automatic,2020,1399,5,Maruti
Maruti Baleno 1.2 Delta,638926.0,78178,Petrol,Manual,2017,814,7,Maruti
Honda Amaze E i-Vtech,463087.0,89419,Petrol,Manual,2015,2179,7,Honda
Hyundai Grand i10 Sportz,527516.0,31750,Petrol,Manual,2016,2179,5,Hyundai
Volkswagen Taigun 1.0 TSI Highline AT,1813422.0,5527,Petrol,Automatic,2021,1197,5,Volkswagen
Renault Duster 85PS Diesel RxL,684563.0,101376,Diesel,Manual,2016,1248,5,Renault
Hyundai i10 Era 1.1,138255.0,102437,Petrol,Manual,2008,1199,5,Hyundai
Ford Fiesta 1.4 SXi TDCi,189261.0,153367,Diesel,Manual,2008,1498,5,Ford
Hyundai EON Magna Plus,295302.0,92419,Petrol,Manual,2015,998,5,Hyundai
Mahindra XUV500 W6 2WD,621476.0,93764,Diesel,Manual,2013,1498,5,Mahindra
Mahindra XUV500 W10 AWD,1084563.0,61137,Diesel,Manual,2015,1396,5,Mahindra
Maruti Baleno 1.2 Delta,646979.0,21109,Petrol,Manual,2017,1498,5,Maruti
Maruti Swift Dzire VDI,421476.0,194803,Diesel,Manual,2012,1497,4,Maruti
Tata Tiago 1.2 Revotron XM,448322.0,28392,Petrol,Manual,2016,2184,5,Tata
Ford Figo 1.5D Trend MT,585234.0,65892,Diesel,Manual,2018,998,5,Ford
Maruti Alto K10 VXI,475167.0,13365,Petrol,Manual,2019,1396,5,Maruti
Honda City i-DTEC VX,1020134.0,210870,Diesel,Manual,2017,1193,5,Honda
Hyundai i20 1.4 Sportz,820134.0,80294,Diesel,Manual,2018,1497,5,Hyundai
Ford Ecosport 1.5 TDCi Titanium Plus BSIV,638926.0,182108,Diesel,Manual,2015,1451,5,Ford
Kia Seltos HTK G,1481879.0,12721,Petrol,Manual,2020,1396,5,Kia
Mahindra Thar LX 4-Str Hard Top Diesel,1896644.0,4486,Diesel,Manual,2022,1498,5,Mahindra
Hyundai Venue SX Plus Turbo DCT BSIV,1440268.0,29707,Petrol,Automatic,2020,1197,5,Hyundai
Hyundai i20 Active 1.4 S,707382.0,47387,Diesel,Manual,2016,1197,8,Hyundai
